CLIENTE,VENDEDOR,FLUJO,MES_1,FUERA_SLA_MES_1,MES_2,FUERA_SLA_MES_2,MES_3,FUERA_SLA_MES_3,MESES_FUERA_SLA,CLASIFICACION_RECURRENCIA,PEDIDOS_TOTAL,PEDIDOS_FUERA_SLA,PORCENTAJE_FUERA_SLA,PROMEDIO_DH_FUERA_SLA,P90_DH_FUERA_SLA
335071,V400,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,8.0,8
190006,V834,FES,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,3,2,66.67,8.5,6
100133,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
802011,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650084,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
130100,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
700046,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
280017,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
130133,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
150282,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
350371,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
550152,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
770025,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
100136,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
100205,V861,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,20.0,20
600142,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
340051,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
599011,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
700161,V108,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,9.0,9
790008,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
110054,V861,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,17.0,17
350161,V835,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,19.0,19
595020,V108,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,1,50.0,9.0,9
659001,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
940036,V800,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,7,5,71.43,12.4,12
981551,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
100045,V861,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,12.0,12
981471,V612,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
200224,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
200049,V834,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,11.0,11
200118,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
550145,V550;V610,FES,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,3,2,66.67,22.0,17
550239,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
769000,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
500147,V650,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
750005,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
950050,V800,FES,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,4,1,25.0,7.0,7
555018,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
150213,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
535061,V650,FES,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,4,2,50.0,6.0,6
540038,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
540132,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
556008,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
550246,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
310030,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
644005,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
560018,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
140014,V817,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,9.0,9
180108,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
570001,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
462022,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,4,3,75.0,15.0,15
900124,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
205014,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
540048,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
210179,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650233,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
900221,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,5,2,40.0,8.0,8
902008,V800,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
940026,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
880054,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,10.0,10
505006,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
610014,V580,FES,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,3,1,33.33,9.0,9
371052,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
930018,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
945031,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
940007,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
180082,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
150293,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
745007,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
650240,V580,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,5,3,60.0,10.0,7
280041,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
100007,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
850055,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
130126,V817,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
470003,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
880004,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
260035,V835,FES,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,3,2,66.67,7.5,7
953003,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
110045,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
335068,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
480044,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
700080,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
921011,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
652014,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
910037,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
600028,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
900187,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
600168,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
600055,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
750234,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
100121,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
768014,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
100031,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
100035,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650367,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
607000,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
150265,V817,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
600162,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
470028,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,11.0,11
480042,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
340013,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
311001,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
345416,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
336024,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
720018,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
345261,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
606001,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
257006,V835,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,12.0,12
720024,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
600099,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
480027,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
150215,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650257,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
210188,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
751008,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
100060,V861,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,8.0,8
100066,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
130128,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
793003,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
500334,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
940015,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
900232,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
953001,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
350147,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
630084,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
850015,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
352003,V835,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
550021,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
870014,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
888005,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
310062,V835,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
540041,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
325004,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
150186,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
325008,V835,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
550233,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
495063,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
515025,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
150315,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
345064,V400,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,11.0,11
420428,V615,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,10.0,10
430606,V650,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,13.0,13
920044,V800,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
500159,V550,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
940066,V800,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
850025,V800,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,3,100.0,7.0,7
400454,V614;V615,NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,7.0,7
420093,V615,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
460141,V650,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
130142,V817,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
280026,V835,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,13.0,13
411302,V612,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,8.0,8
981200,V612,NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,14.5,13
325009,V835,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
534001,V550,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
900193,V800,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
210085,V834,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
310024,V835,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,18.0,18
981498,V612,NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,16.5,15
650338,V580,FES;NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,6,3,50.0,7.0,7
550126,V550,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,17.0,17
200186,V834,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,10.0,6
420424,V102,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
540046,V550,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,14.0,14
580004,V550,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,11.0,11
650669,V580,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,10.0,10
310037,V835,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,21.0,21
981535,V612,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,24.0,24
470071,V650,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
532010,V650,FES;NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,2,100.0,6.5,6
420496,V615,FES;NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,2,100.0,7.0,5
649003,V108,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,2,100.0,6.0,6
210067,V834,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
921012,V800,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
900005,V612,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,20.0,20
465043,V650,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,2,2,100.0,5.0,5
750018,V750,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
410188,V612,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
430451,V615,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
411136,V615,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
430933,V615,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
210186,V834,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
430843,V614,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
250067,V834,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
410033,V614,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
257021,V835,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
411371,V615,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
535062,V650,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
920025,V800,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,9.0,6
680013,V108,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,11.0,11
750158,V585,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
900239,V612,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
411500,V610,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
455174,V615;V650,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,5.0,5
460138,V615,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
400317,V614,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
650469,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,0,0,0,,
735014,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,0,0,0,,
350124,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,0,0,0,,
820008,V800,SALDO,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
750239,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
455151,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,2,66.67,8.0,7
420743,V610,FES,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,6,4,66.67,13.5,22
340007,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
280028,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
420492,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650222,V580,FES,2026-05,NO,2026-06,NO,2026-07,SI,1,Puntual 1M,6,3,50.0,13.33,14
800131,V800,FES,2026-05,NO,2026-06,NO,2026-07,SI,1,Puntual 1M,2,2,100.0,8.0,8
440433,V610,FES,2026-05,NO,2026-06,NO,2026-07,SI,1,Puntual 1M,3,1,33.33,17.0,17
455211,V610,FES,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,2,2,100.0,5.0,5
600134,V580,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
660056,V580,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
650666,V580,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
400247,V610,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,2,100.0,17.0,17
750285,V580,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
650664,V580,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
720032,V108,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,10.0,10
500320,V650,FES,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
440454,V615,FES,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
440474,V610,FES,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,4,1,25.0,10.0,10
900113,V800,FES,2026-05,NO,2026-06,NO,2026-07,SI,1,Puntual 1M,1,1,100.0,6.0,6
411459,V650,FES,2026-05,NO,2026-06,SI,2026-07,SI,2,Recurrente 2M,3,3,100.0,7.0,8
110198,V861,FES,2026-05,NO,2026-06,NO,2026-07,SI,1,Puntual 1M,2,1,50.0,9.0,9
940054,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,4,4,100.0,6.5,7
940051,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,2,100.0,7.0,7
100122,V861,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
110063,V861,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
335023,V400,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
560020,V550,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
150290,V817,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
410850,V102,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,5.0,5
950056,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
445070,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
130083,V817,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
430932,V615,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,2,100.0,5.5,5
200149,V834,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,10.0,10
460198,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,8.0,8
468007,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
695045,V108,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
653013,V580,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,2,100.0,7.0,6
880051,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,2,100.0,9.5,6
375050,V400,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,11.0,11
440181,V615,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,9.0,9
280023,V835,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,12.0,12
411330,V800,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
430848,V615,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,6.0,6
327013,V400,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,7.0,7
351028,V400,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,13.0,13
150316,V817,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,1,1,100.0,11.0,11
