PED_NUMERO_PEDIDO;PED_FECHA;MES_CREACION;PED_CODIGO_CLIENTE;CLIENTE;PED_RESPONSABLE;VENDEDOR;PED_CANAL_CODIGO;PED_CANAL;PED_REGION;ZONA;PED_CONDICION_EXPEDICION_CODIGO;PED_CONDICION_EXPEDICION;PED_ESTADO_CREDITO;SERV_TIPO_SERVICIO;VALOR_NETO;VALOR_MM;DIA_MES;SEMANA_MES;ES_FIN_MES;CLASIFICACION;ES_FES;ES_SALDO;ES_PENDIENTE;ES_CERRADO_TRACKING;ESTADO_ACTUAL;HITO_ACTUAL;FECHA_ACTUALIZACION;DIAS_ACTUALES_DH;DIAS_EN_ESTADO_DH;DH_TOTAL;ESTADO_SLA;PROB_ML_ATRASO;RIESGO_ATRASO;PREDICCION_SLA;DH_PREDICHO_ML;DH_PREDICHO_BASE_ML;DIAS_RESTANTES_PREDICHOS;BANDA_DIAS_PREDICHOS;SLA_CONSUMIDO_PCT;PRIORIDAD_SCORE;FACTOR_PRINCIPAL;FACTOR_HISTORICO;FEATURE_TOP1;FEATURE_TOP2;FEATURE_TOP3;FACTOR_DIAS_PRINCIPAL;RESPONSABLE_AREA;ACCION_RECOMENDADA;DH_CREDITO;DH_OPERACIONES;DH_PICKING;DH_FACTURACION;DH_DESPACHO;FASE_MAS_LENTA;DH_FASE_LENTA;ES_FLUJO_COMPLETO_ML;ES_CALIDAD_VALIDA_ML;ES_ENTRENAMIENTO_FINAL;ES_VALIDACION_TEST;MOTIVO_EXCLUSION_ML;AUD_ESTADO_GENERAL;AUD_TOTAL_CRITICAS;AUD_PRINCIPAL_INCONGRUENCIA;AUD_DUPLICADOS_ENTRADA;MODELO_ML;MODELO_VERSION;MODELO_FECHA;MODELO_VALIDADO;MODELO_DEPENDENCIA;MODELO_FUENTE_SCORE;N_ENTRENAMIENTO_FINAL;N_TRAIN_VALIDACION;N_TEST_VALIDACION;MESES_TRAIN_VALIDACION;MES_TEST_VALIDACION;AUC_TEST;AP_TEST;BRIER_TEST;MAE_DIAS_TEST;RMSE_DIAS_TEST;R2_DIAS_TEST;TASA_ATRASO_ENTRENAMIENTO;PEDIDOS_PENDIENTES_MODELO;PEDIDOS_PENDIENTES_ALTO;ATRASOS_ESPERADOS_PENDIENTES
4190139676;2026-06-11;2026-06;100205;100205;V861;V861;43;Tradicional Detalle;1;Regiones;1;Estándar;D;274;335195;0.335195;11;8-14;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;13.0;FUERA_SLA;0.38274859886603274;ALTO;PROBABLE INCUMPLIMIENTO;7.8;7.8;7.8;8-10 DH;0.0;25.5;FES;FES;Tipo de servicio: 274;Día del mes;Región: 1;Tipo de servicio: 274;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;13.0;0.0;0.0;0.0;0.0;CREDITO;13.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1167339;2026-06-24;2026-06;981476;981476;V612;V612;46;Org. Gubernamentales;8;Regiones;1;Estándar;D;119;3178845;3.178845;24;22-FIN;Si;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;6.0;FUERA_SLA;0.2903102709535808;ALTO;PROBABLE INCUMPLIMIENTO;5.3;5.3;5.3;6-7 DH;0.0;25.2;OPERACIONES;OPERACIONES;Historial previo del canal;Monto >= 2,6 MM;Fin de mes;Vendedor: V612;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;0.0;4.0;4.0;0.0;2.0;OPERACIONES;4.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139174;2026-05-04;2026-05;700068;700068;V108;V108;43;Tradicional Detalle;8;Regiones;1;Estándar;A;137;677768;0.677768;4;1-7;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;6.0;FUERA_SLA;0.36559179528645946;ALTO;PROBABLE INCUMPLIMIENTO;5.2;5.2;5.2;6-7 DH;0.0;25.1;PICKING;PICKING;Tipo de servicio: 137;Día del mes;Soporte histórico del cliente;Tipo de servicio: 137;Operaciones;Revisar hito actual y remover restricción principal;0.0;0.0;5.0;0.0;0.0;PICKING;5.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139382;2026-05-19;2026-05;420642;420642;V615;V615;43;Tradicional Detalle;13;Santiago;1;Estándar;D;184;465510;0.46551;19;15-21;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;9.0;FUERA_SLA;0.37159766723542537;ALTO;PROBABLE INCUMPLIMIENTO;6.7;6.7;6.7;6-7 DH;0.0;25.1;FES;FES;Tipo de servicio: 184;Semana del mes: 15-21;Estado de crédito: D;Tipo de servicio: 184;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;9.0;0.0;0.0;0.0;0.0;CREDITO;9.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139757;2026-06-18;2026-06;880004;880004;V800;V800;43;Tradicional Detalle;10;Regiones;1;Estándar;D;115;441768;0.441768;18;15-21;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;5.0;CUMPLE;0.3723644119133125;ALTO;PROBABLE INCUMPLIMIENTO;5.5;5.5;5.5;6-7 DH;0.0;25.1;CREDITO;CREDITO;Semana del mes: 15-21;Región: 10;Estado de crédito: D;Región: 10;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;3.0;2.0;1.0;0.0;0.0;CREDITO;3.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1168006;2026-07-02;2026-07;970340;970340;V906;V906;47;Otros;13;Santiago;1;Estándar;SIN DATO;51;9450728;9.450728;2;1-7;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;2.0;CUMPLE;0.22977544377257655;ALTO;PROBABLE CUMPLIMIENTO;3.1;3.1;3.1;0-5 DH;0.0;24.9;PICKING;PICKING;Día del mes;Monto >= 2,6 MM;Historial previo del canal;Día del mes;Control de Gestión;Priorizar pedido sobre CLP 5 MM y coordinar área responsable;0.0;0.0;1.0;0.0;0.0;PICKING;1.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139730;2026-06-16;2026-06;110044;110044;V861;V861;43;Tradicional Detalle;1;Regiones;1;Estándar;D;176;1186098;1.186098;16;15-21;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;8.0;FUERA_SLA;0.344750151956154;ALTO;PROBABLE INCUMPLIMIENTO;6.4;6.4;6.4;6-7 DH;0.0;24.8;FES;FES;Semana del mes: 15-21;Tipo de servicio: 176;Región: 1;Tipo de servicio: 176;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;8.0;0.0;0.0;0.0;0.0;CREDITO;8.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1166452;2026-05-08;2026-05;981560;981560;V612;V612;46;Org. Gubernamentales;13;Santiago;1;Estándar;A;141;30150;0.03015;8;8-14;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;6.0;FUERA_SLA;0.3755600203979995;ALTO;PROBABLE INCUMPLIMIENTO;5.6;5.6;5.6;6-7 DH;0.0;24.5;PICKING;PICKING;Tipo de servicio: 141;Día del mes;Soporte histórico del cliente;Vendedor: V612;Operaciones;Revisar hito actual y remover restricción principal;0.0;0.0;5.0;0.0;1.0;PICKING;5.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1167263;2026-06-19;2026-06;420771;420771;V610;V610;45;Dist Mayoristas;13;Santiago;4;Urgente;D;98;22577838;22.577838;19;15-21;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;4.0;CUMPLE;0.21859457545010355;ALTO;PROBABLE CUMPLIMIENTO;4.7;4.7;4.7;0-5 DH;0.0;24.2;CREDITO;CREDITO;Semana del mes: 15-21;Monto >= 2,6 MM;Monto >= 5 MM;Canal: 45;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;3.0;1.0;1.0;0.0;0.0;CREDITO;3.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1166415;2026-05-06;2026-05;900239;900239;V612;V612;42;Instituciones;13;Santiago;1;Estándar;D;117;262159;0.262159;6;1-7;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;5.0;CUMPLE;0.36077874270968885;ALTO;PROBABLE INCUMPLIMIENTO;5.8;5.8;5.8;6-7 DH;0.0;24.0;OPERACIONES;OPERACIONES;Día del mes;Canal: 42;Tipo de servicio: 117;Vendedor: V612;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;0.0;4.0;4.0;0.0;1.0;OPERACIONES;4.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1167260;2026-06-18;2026-06;530075;530075;V550;V550;43;Tradicional Detalle;6;Regiones;4;Urgente;A;204;403510;0.40351;18;15-21;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;10.0;FUERA_SLA;0.3570483787437496;ALTO;PROBABLE INCUMPLIMIENTO;6.9;6.9;6.9;6-7 DH;0.0;24.0;FES;FES;Vendedor: V550;Semana del mes: 15-21;Tipo de servicio: 204;Tipo de servicio: 204;Operaciones;Revisar hito actual y remover restricción principal;0.0;0.0;0.0;0.0;0.0;CREDITO;0.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;ADVERTENCIA: HORA 00:00:00 EN UNO O MAS HITOS;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1166517;2026-05-14;2026-05;649003;649003;V108;V108;43;Tradicional Detalle;8;Regiones;4;Urgente;D;151;798204;0.798204;14;8-14;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;7.0;FUERA_SLA;0.3409486351667776;ALTO;PROBABLE INCUMPLIMIENTO;5.6;5.6;5.6;6-7 DH;0.0;23.8;CREDITO;CREDITO;Tipo de servicio: 151;Condición de expedición: 4;Estado de crédito: D;Tipo de servicio: 151;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;6.0;1.0;1.0;0.0;0.0;CREDITO;6.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1166603;2026-05-20;2026-05;532010;532010;V650;V650;43;Tradicional Detalle;6;Regiones;1;Estándar;A;145;963481;0.963481;20;15-21;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;7.0;FUERA_SLA;0.33672798163135276;ALTO;PROBABLE INCUMPLIMIENTO;5.6;5.6;5.6;6-7 DH;0.0;23.8;DESPACHO;DESPACHO;Vendedor: V650;Semana del mes: 15-21;Tipo de servicio: 145;Tipo de servicio: 145;Operaciones;Revisar hito actual y remover restricción principal;0.0;0.0;1.0;0.0;1.0;DESPACHO;1.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139751;2026-06-18;2026-06;462022;462022;V650;V650;43;Tradicional Detalle;13;Santiago;1;Estándar;A;164;273840;0.27384;18;15-21;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;8.0;FUERA_SLA;0.3570494430425127;ALTO;PROBABLE INCUMPLIMIENTO;5.9;5.9;5.9;6-7 DH;0.0;23.8;FES;FES;Vendedor: V650;Semana del mes: 15-21;Tipo de servicio: 164;Tipo de servicio: 164;Operaciones;Revisar hito actual y remover restricción principal;8.0;0.0;0.0;0.0;0.0;CREDITO;8.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1167171;2026-06-15;2026-06;420493;420493;V615;V615;43;Tradicional Detalle;13;Santiago;1;Estándar;D;241;236880;0.23688;15;15-21;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;11.0;FUERA_SLA;0.35646063299944214;ALTO;PROBABLE INCUMPLIMIENTO;7.0;7.0;7.0;6-7 DH;0.0;23.6;FES;FES;Semana del mes: 15-21;Tipo de servicio: 241;Estado de crédito: D;Tipo de servicio: 241;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;8.0;3.0;0.0;0.0;0.0;CREDITO;8.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;ADVERTENCIA: HORA 00:00:00 EN UNO O MAS HITOS;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139483;2026-05-27;2026-05;902005;902005;V800;V800;43;Tradicional Detalle;10;Regiones;1;Estándar;D;519;2429878;2.429878;27;22-FIN;Si;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;22.0;FUERA_SLA;0.28117923471204903;ALTO;PROBABLE INCUMPLIMIENTO;10.9;10.9;10.9;>10 DH;0.0;23.1;FES;FES;Tipo de servicio: 519;Región: 10;Fin de mes;Tipo de servicio: 519;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;1.0;21.0;0.0;0.0;0.0;OPERACIONES;21.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139289;2026-05-11;2026-05;535061;535061;V650;V650;43;Tradicional Detalle;6;Regiones;4;Urgente;D;72;658160;0.65816;11;8-14;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;3.0;CUMPLE;0.3341556553715106;ALTO;PROBABLE CUMPLIMIENTO;4.0;4.0;4.0;0-5 DH;0.0;23.0;CREDITO;CREDITO;Vendedor: V650;Día del mes;Condición de expedición: 4;Vendedor: V650;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;3.0;0.0;0.0;0.0;0.0;CREDITO;3.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;ADVERTENCIA: HORA 00:00:00 EN UNO O MAS HITOS;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1166144;2026-05-04;2026-05;440474;440474;V610;V610;45;Dist Mayoristas;13;Santiago;4;Urgente;D;3;24986591;24.986591;4;1-7;No;FES;True;False;False;True;SIN ESTADO;SIN HITO;;0.0;;0.0;CUMPLE;0.19897975722923586;MEDIO;PROBABLE CUMPLIMIENTO;1.0;1.0;1.0;0-5 DH;0.0;22.9;FES;FES;Día del mes;Monto >= 2,6 MM;Monto >= 5 MM;Canal: 45;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;0.0;0.0;0.0;0.0;0.0;CREDITO;0.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1166385;2026-05-04;2026-05;700164;700164;V108;V108;43;Tradicional Detalle;8;Regiones;4;Urgente;D;112;701035;0.701035;4;1-7;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;5.0;CUMPLE;0.33116976153992206;ALTO;PROBABLE INCUMPLIMIENTO;5.2;5.2;5.2;6-7 DH;0.0;22.9;CREDITO;CREDITO;Día del mes;Tipo de servicio: 112;Condición de expedición: 4;Día del mes;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;2.0;2.0;2.0;0.0;1.0;CREDITO;2.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;ADVERTENCIA: HORA 00:00:00 EN UNO O MAS HITOS;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139371;2026-05-18;2026-05;110044;110044;V861;V861;43;Tradicional Detalle;1;Regiones;1;Estándar;D;36;3568161;3.568161;18;15-21;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;2.0;CUMPLE;0.24186022383492933;ALTO;PROBABLE CUMPLIMIENTO;3.2;3.2;3.2;0-5 DH;0.0;22.9;CREDITO;CREDITO;Semana del mes: 15-21;Monto >= 2,6 MM;Región: 1;Canal: 43;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;1.0;1.0;1.0;0.0;0.0;CREDITO;1.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;OK;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139564;2026-06-02;2026-06;793001;793001;V800;V800;43;Tradicional Detalle;10;Regiones;1;Estándar;D;64;544534;0.544534;2;1-7;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;3.0;CUMPLE;0.3354366041287068;ALTO;PROBABLE CUMPLIMIENTO;4.3;4.3;4.3;0-5 DH;0.0;22.9;OPERACIONES;OPERACIONES;Día del mes;Historial previo del cliente;Región: 10;Región: 10;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;0.0;2.0;2.0;0.0;1.0;OPERACIONES;2.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;ADVERTENCIA: ENTREGA ANTES DEL PEDIDO EN EL MISMO DIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
1168069;2026-07-08;2026-07;410159;410159;V585;V585;45;Dist Mayoristas;13;Santiago;1;Estándar;D;45;9594384;9.594384;8;8-14;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;2.0;CUMPLE;0.19628101135719844;MEDIO;PROBABLE CUMPLIMIENTO;2.9;2.9;2.9;0-5 DH;0.0;22.8;OPERACIONES;OPERACIONES;Historial previo del cliente;Día del mes;Monto >= 2,6 MM;Historial previo del cliente;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;0.0;1.0;1.0;0.0;1.0;OPERACIONES;1.0;True;True;True;False;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;ADVERTENCIA: ENTREGA ANTES DEL PEDIDO EN EL MISMO DIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
4190139708;2026-06-15;2026-06;140014;140014;V817;V817;43;Tradicional Detalle;2;Regiones;1;Estándar;D;207;1068711;1.068711;15;15-21;No;NORMAL;False;False;False;True;SIN ESTADO;SIN HITO;;0.0;;9.0;FUERA_SLA;0.3162629848413241;ALTO;PROBABLE INCUMPLIMIENTO;6.5;6.5;6.5;6-7 DH;0.0;22.7;CREDITO;CREDITO;Semana del mes: 15-21;Tipo de servicio: 207;Historial previo del vendedor;Tipo de servicio: 207;Crédito y Cobranzas;Escalar liberación y bloqueo de crédito;6.0;2.0;2.0;0.0;1.0;CREDITO;6.0;True;True;True;True;INCLUIDO EN ENTRENAMIENTO;REVISAR;0;SIN INCONGRUENCIA;0;Regresión logística + regresión lineal regularizada;ML_LOGIT_LINEAR_FLUJO_COMPLETO_V50_2026;2026-07-26 21:24;True;scikit-learn;"ML entrenado con flujo completo; sin FES/Saldo como predictores iniciales";1540;659;694;2026-05;2026-06;0.7453063885267276;0.4315223199854611;0.12475453610202066;1.4911532858899847;2.505447792736855;0.3579285234466517;0.12012987012987013;88;19;12.216227075641683
