source_type,source_object,target_type,target_object,dependency_kind,file,evidence
COLUMN,Bloque_comercial[Estado_Pedido],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Estado_Pedido
COLUMN,Bloque_comercial[Fecha_pedido],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Fecha_pedido
COLUMN,Bloque_comercial[Pedido],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Pedido
COLUMN,Bloque_comercial[Recuento],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Recuento
COLUMN,Cliente_Vendedor[Recuento],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Recuento
COLUMN,Cliente_Vendedor[SUCURSAL_NORMALIZADA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SUCURSAL_NORMALIZADA
COLUMN,Cliente_Vendedor[VCLT_SUCURSAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,VCLT_SUCURSAL
COLUMN,Cliente_Vendedor[VEN_NOMBRE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,VEN_NOMBRE
TABLE,Config_Promesa_Entrega,TABLE,Fact_Hitos_Operacionales,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,Config_Promesa_Entrega mencionado en definición de Fact_Hitos_Operacionales
TABLE,Config_Promesa_Entrega,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_Promesa_Entrega mencionado en definición de Medidas
COLUMN,Config_Promesa_Entrega[Alcance],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Alcance
COLUMN,Config_Promesa_Entrega[Hora corte lunes a jueves],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Hora corte lunes a jueves
COLUMN,Config_Promesa_Entrega[Hora corte viernes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Hora corte viernes
COLUMN,Config_Promesa_Entrega[Preparación máxima DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Preparación máxima DH
COLUMN,Config_Promesa_Entrega[Preparación mínima DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Preparación mínima DH
COLUMN,Config_Promesa_Entrega[Promesa máxima DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_Promesa_Entrega[Promesa máxima DH]
COLUMN,Config_Promesa_Entrega[Promesa máxima DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Promesa máxima DH
COLUMN,Config_Promesa_Entrega[Promesa mínima DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_Promesa_Entrega[Promesa mínima DH]
COLUMN,Config_Promesa_Entrega[Promesa mínima DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Promesa mínima DH
COLUMN,Config_Promesa_Entrega[Tránsito máximo DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_Promesa_Entrega[Tránsito máximo DH]
COLUMN,Config_Promesa_Entrega[Tránsito máximo DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Tránsito máximo DH
COLUMN,Config_Promesa_Entrega[Tránsito mínimo DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_Promesa_Entrega[Tránsito mínimo DH]
COLUMN,Config_Promesa_Entrega[Tránsito mínimo DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Tránsito mínimo DH
COLUMN,Config_Promesa_Entrega[Zona],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_Promesa_Entrega[Zona]
COLUMN,Config_Promesa_Entrega[Zona],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Zona
TABLE,Config_SLA_Hitos,TABLE,Fact_Hitos_Operacionales,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,Config_SLA_Hitos mencionado en definición de Fact_Hitos_Operacionales
TABLE,Config_SLA_Hitos,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_SLA_Hitos mencionado en definición de Medidas
COLUMN,Config_SLA_Hitos[ACTIVO_CUELLO],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,ACTIVO_CUELLO
COLUMN,Config_SLA_Hitos[ACTIVO_CUELLO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_SLA_Hitos[ACTIVO_CUELLO]
COLUMN,Config_SLA_Hitos[ACTIVO_CUELLO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ACTIVO_CUELLO
COLUMN,Config_SLA_Hitos[AREA_RESPONSABLE],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,AREA_RESPONSABLE
COLUMN,Config_SLA_Hitos[AREA_RESPONSABLE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AREA_RESPONSABLE
COLUMN,Config_SLA_Hitos[HITO],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,HITO
COLUMN,Config_SLA_Hitos[HITO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_SLA_Hitos[HITO]
COLUMN,Config_SLA_Hitos[HITO],VISUAL,chart_706a63cf524349,REPORT_PROJECTION,NS.Report\definition\pages\df1cb253a6314642a469\visuals\chart_706a63cf524349\visual.json,Column: Config_SLA_Hitos[HITO]
COLUMN,Config_SLA_Hitos[HITO],VISUAL,chart_924aca87b5094c,REPORT_PROJECTION,NS.Report\definition\pages\df1cb253a6314642a469\visuals\chart_924aca87b5094c\visual.json,Column: Config_SLA_Hitos[HITO]
COLUMN,Config_SLA_Hitos[HITO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,HITO
COLUMN,Config_SLA_Hitos[HITO],VISUAL,table_04f889ab184a48,REPORT_PROJECTION,NS.Report\definition\pages\df1cb253a6314642a469\visuals\table_04f889ab184a48\visual.json,Column: Config_SLA_Hitos[HITO]
COLUMN,Config_SLA_Hitos[MACROETAPA],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,MACROETAPA
COLUMN,Config_SLA_Hitos[MACROETAPA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,MACROETAPA
COLUMN,Config_SLA_Hitos[METRICA_CODIGO],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,METRICA_CODIGO
COLUMN,Config_SLA_Hitos[METRICA_CODIGO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_SLA_Hitos[METRICA_CODIGO]
COLUMN,Config_SLA_Hitos[METRICA_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,METRICA_CODIGO
COLUMN,Config_SLA_Hitos[OBSERVACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,OBSERVACION
COLUMN,Config_SLA_Hitos[ORDEN_HITO],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,ORDEN_HITO
COLUMN,Config_SLA_Hitos[ORDEN_HITO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_SLA_Hitos[ORDEN_HITO]
COLUMN,Config_SLA_Hitos[ORDEN_HITO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ORDEN_HITO
COLUMN,Config_SLA_Hitos[SLA_DH],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,SLA_DH
COLUMN,Config_SLA_Hitos[SLA_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Config_SLA_Hitos[SLA_DH]
COLUMN,Config_SLA_Hitos[SLA_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SLA_DH
COLUMN,Config_SLA_Hitos[TIPO_KPI],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,TIPO_KPI
COLUMN,Config_SLA_Hitos[TIPO_KPI],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TIPO_KPI
TABLE,Dim_Canal,TABLE,Parámetro Agrupación SLA,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Canal mencionado en definición de Parámetro Agrupación SLA
COLUMN,Dim_Canal[CANAL],TABLE_OR_MEASURE_FILE,Parámetro Agrupación SLA,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Canal[CANAL]
COLUMN,Dim_Canal[CANAL],TABLE,Parámetro Agrupación SLA,M_BRACKET,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,CANAL
COLUMN,Dim_Canal[CANAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CANAL
COLUMN,Dim_Canal[CANAL_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CANAL_CODIGO
COLUMN,Dim_Canal[CATEGORIA_ANALISIS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CATEGORIA_ANALISIS
COLUMN,Dim_Canal[INCLUIR_NS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,INCLUIR_NS
TABLE,Dim_Cliente,TABLE,Cliente_Vendedor,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Cliente_Vendedor.tmdl,Dim_Cliente mencionado en definición de Cliente_Vendedor
TABLE,Dim_Cliente,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Cliente mencionado en definición de Medidas
TABLE,Dim_Cliente,TABLE,Parámetro Agrupación SLA,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Cliente mencionado en definición de Parámetro Agrupación SLA
TABLE,Dim_Cliente,DYNAMIC_CONSUMER,Python.Execute en Resultado,FULL_TABLE_OR_DYNAMIC_SCHEMA,NS.SemanticModel\definition\tables\Resultado.tmdl,Python.Execute detectado; requiere prueba de contrato de columnas
TABLE,Dim_Cliente,TABLE,Resultado,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Resultado.tmdl,Dim_Cliente mencionado en definición de Resultado
COLUMN,Dim_Cliente[CLIENTE_CIUDAD],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CLIENTE_CIUDAD
COLUMN,Dim_Cliente[CLIENTE_CODIGO],TABLE,Cliente_Vendedor,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Cliente_Vendedor.tmdl,CLIENTE_CODIGO
COLUMN,Dim_Cliente[CLIENTE_CODIGO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Cliente[CLIENTE_CODIGO]
COLUMN,Dim_Cliente[CLIENTE_CODIGO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,CLIENTE_CODIGO
COLUMN,Dim_Cliente[CLIENTE_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CLIENTE_CODIGO
COLUMN,Dim_Cliente[CLIENTE_ETIQUETA],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Cliente[CLIENTE_ETIQUETA]
COLUMN,Dim_Cliente[CLIENTE_ETIQUETA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CLIENTE_ETIQUETA
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Cliente[CLIENTE_NOMBRE]
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],TABLE_OR_MEASURE_FILE,Parámetro Agrupación SLA,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Cliente[CLIENTE_NOMBRE]
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],TABLE,Parámetro Agrupación SLA,M_BRACKET,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,CLIENTE_NOMBRE
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,CLIENTE_NOMBRE
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CLIENTE_NOMBRE
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],VISUAL,fa_clientes_recurrentes,REPORT_PROJECTION,NS.Report\definition\pages\a1b2c3d4e5f6071829\visuals\fa_clientes_recurrentes\visual.json,Column: Dim_Cliente[CLIENTE_NOMBRE]
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],VISUAL,fa_permanencia_cd,REPORT_PROJECTION,NS.Report\definition\pages\a1b2c3d4e5f6071829\visuals\fa_permanencia_cd\visual.json,Column: Dim_Cliente[CLIENTE_NOMBRE]
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],VISUAL,flt_cliente,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\flt_cliente\visual.json,Column: Dim_Cliente[CLIENTE_NOMBRE]
COLUMN,Dim_Cliente[CLIENTE_NOMBRE],VISUAL,tbl_tracking,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\tbl_tracking\visual.json,Column: Dim_Cliente[CLIENTE_NOMBRE]
COLUMN,Dim_Cliente[CLIENTE_REGION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CLIENTE_REGION
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],TABLE,Cliente_Vendedor,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Cliente_Vendedor.tmdl,VENDEDOR_NOMBRE
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Cliente[VENDEDOR_NOMBRE]
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,VENDEDOR_NOMBRE
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,VENDEDOR_NOMBRE
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],VISUAL,fa_clientes_recurrentes,REPORT_PROJECTION,NS.Report\definition\pages\a1b2c3d4e5f6071829\visuals\fa_clientes_recurrentes\visual.json,Column: Dim_Cliente[VENDEDOR_NOMBRE]
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],VISUAL,fa_vendedores_reincidentes,REPORT_PROJECTION,NS.Report\definition\pages\a1b2c3d4e5f6071829\visuals\fa_vendedores_reincidentes\visual.json,Column: Dim_Cliente[VENDEDOR_NOMBRE]
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],VISUAL,flt_vendedor,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\flt_vendedor\visual.json,Column: Dim_Cliente[VENDEDOR_NOMBRE]
COLUMN,Dim_Cliente[VENDEDOR_NOMBRE],VISUAL,tbl_tracking,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\tbl_tracking\visual.json,Column: Dim_Cliente[VENDEDOR_NOMBRE]
COLUMN,Dim_Condicion_Expedicion[CONDICION_EXPEDICION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CONDICION_EXPEDICION
COLUMN,Dim_Condicion_Expedicion[CONDICION_EXPEDICION_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CONDICION_EXPEDICION_CODIGO
TABLE,Dim_Fecha,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Fecha mencionado en definición de Medidas
TABLE,Dim_Fecha,TABLE,Parámetro Agrupación SLA,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Fecha mencionado en definición de Parámetro Agrupación SLA
COLUMN,Dim_Fecha[AnioMes],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Fecha[AnioMes]
COLUMN,Dim_Fecha[AnioMes],TABLE_OR_MEASURE_FILE,Parámetro Agrupación SLA,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Fecha[AnioMes]
COLUMN,Dim_Fecha[AnioMes],TABLE,Parámetro Agrupación SLA,M_BRACKET,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,AnioMes
COLUMN,Dim_Fecha[AnioMes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AnioMes
COLUMN,Dim_Fecha[AnioMes],VISUAL,fa_fes_carga_tiempo,REPORT_PROJECTION,NS.Report\definition\pages\a1b2c3d4e5f6071829\visuals\fa_fes_carga_tiempo\visual.json,Column: Dim_Fecha[AnioMes]
COLUMN,Dim_Fecha[Anio],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Anio
COLUMN,Dim_Fecha[DH_Acumulados_Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_Acumulados_Mes
COLUMN,Dim_Fecha[DH_Restantes_Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_Restantes_Mes
COLUMN,Dim_Fecha[Dia_Mes],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Fecha[Dia_Mes]
COLUMN,Dim_Fecha[Dia_Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Dia_Mes
COLUMN,Dim_Fecha[Dia_Semana],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Dia_Semana
COLUMN,Dim_Fecha[Dia_Semana_Numero],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Dia_Semana_Numero
COLUMN,Dim_Fecha[Es_Dia_Habil],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Es_Dia_Habil
COLUMN,Dim_Fecha[Es_Feriado],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Es_Feriado
COLUMN,Dim_Fecha[Es_Fin_Semana],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Es_Fin_Semana
COLUMN,Dim_Fecha[Es_Primeros_7_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Es_Primeros_7_DH
COLUMN,Dim_Fecha[Es_Ultimos_7_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Fecha[Es_Ultimos_7_DH]
COLUMN,Dim_Fecha[Es_Ultimos_7_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Es_Ultimos_7_DH
COLUMN,Dim_Fecha[Fecha],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Fecha
COLUMN,Dim_Fecha[Mes],TABLE,Parámetro Agrupación SLA,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Mes
COLUMN,Dim_Fecha[Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Mes
COLUMN,Dim_Fecha[Mes_Numero],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Mes_Numero
COLUMN,Dim_Fecha[Momento_Mes],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Fecha[Momento_Mes]
COLUMN,Dim_Fecha[Momento_Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Momento_Mes
COLUMN,Dim_Fecha[Momento_Mes],VISUAL,fa_fes_carga_tiempo,REPORT_PROJECTION,NS.Report\definition\pages\a1b2c3d4e5f6071829\visuals\fa_fes_carga_tiempo\visual.json,Column: Dim_Fecha[Momento_Mes]
COLUMN,Dim_Fecha[Nombre_Feriado],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Nombre_Feriado
COLUMN,Dim_Fecha[Orden_AnioMes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Orden_AnioMes
COLUMN,Dim_Fecha[Orden_Semana_Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Orden_Semana_Mes
COLUMN,Dim_Fecha[Semana_Anio],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Semana_Anio
COLUMN,Dim_Fecha[Semana_Mes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Semana_Mes
COLUMN,Dim_Fecha[Tipo_Dia],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Tipo_Dia
COLUMN,Dim_Fecha[Trimestre],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Trimestre
COLUMN,Dim_Fecha[Trimestre_Numero],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Trimestre_Numero
TABLE,Dim_Feriados_Chile,TABLE,Dim_Fecha,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Dim_Fecha.tmdl,Dim_Feriados_Chile mencionado en definición de Dim_Fecha
TABLE,Dim_Feriados_Chile,TABLE,Fact_Hitos_Operacionales,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,Dim_Feriados_Chile mencionado en definición de Fact_Hitos_Operacionales
TABLE,Dim_Feriados_Chile,TABLE,Fact_Tracking,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,Dim_Feriados_Chile mencionado en definición de Fact_Tracking
COLUMN,Dim_Feriados_Chile[Ambito],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Ambito
COLUMN,Dim_Feriados_Chile[Anio],TABLE,Dim_Fecha,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Fecha.tmdl,Anio
COLUMN,Dim_Feriados_Chile[Anio],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Anio
COLUMN,Dim_Feriados_Chile[Fecha],TABLE_OR_MEASURE_FILE,Dim_Fecha,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Dim_Fecha.tmdl,Dim_Feriados_Chile[Fecha]
COLUMN,Dim_Feriados_Chile[Fecha],TABLE,Dim_Fecha,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Fecha.tmdl,Fecha
COLUMN,Dim_Feriados_Chile[Fecha],TABLE_OR_MEASURE_FILE,Fact_Hitos_Operacionales,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,Dim_Feriados_Chile[Fecha]
COLUMN,Dim_Feriados_Chile[Fecha],TABLE_OR_MEASURE_FILE,Fact_Tracking,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,Dim_Feriados_Chile[Fecha]
COLUMN,Dim_Feriados_Chile[Fecha],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Fecha
COLUMN,Dim_Feriados_Chile[Feriado],TABLE,Dim_Fecha,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Fecha.tmdl,Feriado
COLUMN,Dim_Feriados_Chile[Feriado],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Feriado
COLUMN,Dim_Feriados_Chile[Fuente],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Fuente
