source_type,source_object,target_type,target_object,dependency_kind,file,evidence
COLUMN,Fact_Pedidos_Auditoria[ES_SALDO],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,ES_SALDO
COLUMN,Fact_Pedidos_Auditoria[ES_SALDO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,ES_SALDO
COLUMN,Fact_Pedidos_Auditoria[ES_SALDO],TABLE,Fact_Tiempos_Hitos,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,ES_SALDO
COLUMN,Fact_Pedidos_Auditoria[ES_SALDO],TABLE,Fact_Tracking,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,ES_SALDO
COLUMN,Fact_Pedidos_Auditoria[ES_SALDO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,ES_SALDO
COLUMN,Fact_Pedidos_Auditoria[ES_SALDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_SALDO
COLUMN,Fact_Pedidos_Auditoria[ES_ULTIMOS_7_DIAS_HABILES_MES],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,ES_ULTIMOS_7_DIAS_HABILES_MES
COLUMN,Fact_Pedidos_Auditoria[ES_ULTIMOS_7_DIAS_HABILES_MES],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,ES_ULTIMOS_7_DIAS_HABILES_MES
COLUMN,Fact_Pedidos_Auditoria[ES_ULTIMOS_7_DIAS_HABILES_MES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_ULTIMOS_7_DIAS_HABILES_MES
COLUMN,Fact_Pedidos_Auditoria[FAC_FECHA_OPERATIVA_AJUSTADA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FAC_FECHA_OPERATIVA_AJUSTADA
COLUMN,Fact_Pedidos_Auditoria[FAC_P_FECHA_HORA_REAL],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,FAC_P_FECHA_HORA_REAL
COLUMN,Fact_Pedidos_Auditoria[FAC_P_FECHA_HORA_REAL],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,FAC_P_FECHA_HORA_REAL
COLUMN,Fact_Pedidos_Auditoria[FAC_P_FECHA_HORA_REAL],TABLE,Fact_Tracking,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,FAC_P_FECHA_HORA_REAL
COLUMN,Fact_Pedidos_Auditoria[FAC_P_FECHA_HORA_REAL],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Pedidos_Auditoria[FAC_P_FECHA_HORA_REAL]
COLUMN,Fact_Pedidos_Auditoria[FAC_P_FECHA_HORA_REAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FAC_P_FECHA_HORA_REAL
COLUMN,Fact_Pedidos_Auditoria[FAC_U_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,FAC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[FAC_U_FECHA_HORA],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,FAC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[FAC_U_FECHA_HORA],TABLE,Fact_Tracking,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,FAC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[FAC_U_FECHA_HORA],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Pedidos_Auditoria[FAC_U_FECHA_HORA]
COLUMN,Fact_Pedidos_Auditoria[FAC_U_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FAC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[FECHA_CARGA_MASTER],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_CARGA_MASTER
COLUMN,Fact_Pedidos_Auditoria[FES_FECHA_CIERRE_OPERATIVO_100],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FES_FECHA_CIERRE_OPERATIVO_100
COLUMN,Fact_Pedidos_Auditoria[GER_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,GER_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[HRS_COMERCIAL_PDA_SAC],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,HRS_COMERCIAL_PDA_SAC
COLUMN,Fact_Pedidos_Auditoria[INCLUIR_SLA_NORMAL],TABLE,Fact_Pedidos,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,INCLUIR_SLA_NORMAL
COLUMN,Fact_Pedidos_Auditoria[INCLUIR_SLA_NORMAL],TABLE,Fact_Tiempos_Hitos,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,INCLUIR_SLA_NORMAL
COLUMN,Fact_Pedidos_Auditoria[INCLUIR_SLA_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,INCLUIR_SLA_NORMAL
COLUMN,Fact_Pedidos_Auditoria[MES_CREACION],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,MES_CREACION
COLUMN,Fact_Pedidos_Auditoria[MES_CREACION],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,MES_CREACION
COLUMN,Fact_Pedidos_Auditoria[MES_CREACION],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Pedidos_Auditoria[MES_CREACION]
COLUMN,Fact_Pedidos_Auditoria[MES_CREACION],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,MES_CREACION
COLUMN,Fact_Pedidos_Auditoria[MES_CREACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,MES_CREACION
COLUMN,Fact_Pedidos_Auditoria[OTIF_ESTADO_PEDIDO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,OTIF_ESTADO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[OTIF_ESTADO_PEDIDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,OTIF_ESTADO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PAC_P_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PAC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PAC_P_FECHA_HORA],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PAC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PAC_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PAC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PAC_U_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PAC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PAC_U_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PAC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PARAM_FECHA_DESDE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PARAM_FECHA_DESDE
COLUMN,Fact_Pedidos_Auditoria[PARAM_FECHA_HASTA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PARAM_FECHA_HASTA
COLUMN,Fact_Pedidos_Auditoria[PDA_P_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PDA_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PDA_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PDA_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_BLOQUEO_ENTREGA],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_BLOQUEO_ENTREGA
COLUMN,Fact_Pedidos_Auditoria[PED_BLOQUEO_ENTREGA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_BLOQUEO_ENTREGA
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CANAL
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_CANAL
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CANAL
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL_CODIGO],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL_CODIGO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL_CODIGO],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL_CODIGO],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL_CODIGO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CANAL_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CENTRO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CENTRO
COLUMN,Fact_Pedidos_Auditoria[PED_CENTRO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CENTRO
COLUMN,Fact_Pedidos_Auditoria[PED_CIUDAD],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_CIUDAD
COLUMN,Fact_Pedidos_Auditoria[PED_CIUDAD],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CIUDAD
COLUMN,Fact_Pedidos_Auditoria[PED_CIUDAD],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_CIUDAD
COLUMN,Fact_Pedidos_Auditoria[PED_CIUDAD],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_CIUDAD
COLUMN,Fact_Pedidos_Auditoria[PED_CIUDAD],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CIUDAD
COLUMN,Fact_Pedidos_Auditoria[PED_CODIGO_CLIENTE],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_CODIGO_CLIENTE],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_CODIGO_CLIENTE],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_CODIGO_CLIENTE],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_CODIGO_CLIENTE],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_CODIGO_CLIENTE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CONDICION_EXPEDICION
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_CONDICION_EXPEDICION
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CONDICION_EXPEDICION
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION_CODIGO],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION_CODIGO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION_CODIGO],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION_CODIGO],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION_CODIGO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_CONDICION_EXPEDICION_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos_Auditoria[PED_ESTADO_CREDITO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_ESTADO_CREDITO
COLUMN,Fact_Pedidos_Auditoria[PED_ESTADO_CREDITO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_ESTADO_CREDITO
COLUMN,Fact_Pedidos_Auditoria[PED_ESTADO_CREDITO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_ESTADO_CREDITO
COLUMN,Fact_Pedidos_Auditoria[PED_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_FECHA_HORA],TABLE,Fact_Pedidos,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_FECHA_HORA],TABLE,Fact_Tiempos_Hitos,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_FECHA_HORA],TABLE,Fact_Tracking,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_FECHA_HORA],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PED_MONEDA],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_MONEDA
COLUMN,Fact_Pedidos_Auditoria[PED_MONEDA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_MONEDA
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO]
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PED_NUMERO_PEDIDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos_Auditoria[PED_ORDEN_COMPRA_CLIENTE],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_ORDEN_COMPRA_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_ORDEN_COMPRA_CLIENTE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_ORDEN_COMPRA_CLIENTE
COLUMN,Fact_Pedidos_Auditoria[PED_REGION],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_REGION
COLUMN,Fact_Pedidos_Auditoria[PED_REGION],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_REGION
COLUMN,Fact_Pedidos_Auditoria[PED_REGION],TABLE,Fact_Tracking,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_REGION
COLUMN,Fact_Pedidos_Auditoria[PED_REGION],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_REGION
COLUMN,Fact_Pedidos_Auditoria[PED_REGION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_REGION
COLUMN,Fact_Pedidos_Auditoria[PED_RESPONSABLE],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos_Auditoria[PED_RESPONSABLE],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos_Auditoria[PED_RESPONSABLE],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos_Auditoria[PED_RESPONSABLE],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos_Auditoria[PED_RESPONSABLE],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos_Auditoria[PED_RESPONSABLE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos_Auditoria[PED_TEXTO_ESTADO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_TEXTO_ESTADO
COLUMN,Fact_Pedidos_Auditoria[PED_TEXTO_ESTADO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_TEXTO_ESTADO
COLUMN,Fact_Pedidos_Auditoria[PED_VALOR_NETO],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos_Auditoria[PED_VALOR_NETO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos_Auditoria[PED_VALOR_NETO],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos_Auditoria[PED_VALOR_NETO],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos_Auditoria[PED_VALOR_NETO],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos_Auditoria[PED_VALOR_NETO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos_Auditoria[PIC_P_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PIC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PIC_P_FECHA_HORA],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,PIC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PIC_P_FECHA_HORA],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PIC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PIC_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PIC_P_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PIC_U_FECHA_HORA],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PIC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PIC_U_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PIC_U_FECHA_HORA
COLUMN,Fact_Pedidos_Auditoria[PRIMERA_FECHA_ENTREGA_POSTERIOR],TABLE,Fact_Hitos_Operacionales,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,PRIMERA_FECHA_ENTREGA_POSTERIOR
COLUMN,Fact_Pedidos_Auditoria[PRIMERA_FECHA_ENTREGA_POSTERIOR],TABLE,Fact_Tracking,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,PRIMERA_FECHA_ENTREGA_POSTERIOR
COLUMN,Fact_Pedidos_Auditoria[PRIMERA_FECHA_ENTREGA_POSTERIOR],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PRIMERA_FECHA_ENTREGA_POSTERIOR
